#   gal ID      M*           (g-r)       SFR
  496800    2.9274e+07     0.6272    1.0000e-05
  497559    1.2026e+09     0.2779    1.4215e-01
  497560    3.1477e+08     0.3399    3.9509e-02
  497561    3.8356e+08     0.4637    1.5831e-02
  497562    7.8061e+07     0.3240    1.5748e-02
  497585    7.3606e+07     0.1523    4.6857e-02
  498523    5.5551e+08     0.2913    9.3418e-02
  498524    4.9632e+07     0.6414    1.0000e-05
  498527    3.3702e+07     0.6658    1.0000e-05
  498533    1.4248e+08     0.8281    1.0000e-05
  498537    5.6499e+07     0.7078    1.0000e-05
  499024    1.0702e+08     0.3431    8.8596e-03
  499025    1.8653e+08     0.3124    1.7644e-02
  499026    1.0608e+09     0.8035    1.0000e-05
  499027    3.6929e+07     0.6732    1.0000e-05
  499031    5.1184e+07     0.4294    1.0000e-05
  499705    2.7398e+08     0.2774    2.8847e-02
  499706    1.0502e+09     0.5784    2.2422e-02
  499707    4.3310e+07     0.2992    1.1466e-02
  499708    3.0567e+08     0.5958    4.0135e-04
  499717    3.6441e+07     0.6513    1.0000e-05
  499718    2.2767e+08     0.6999    1.0000e-05
  500578    2.4617e+08     0.3514    1.9203e-02
  500579    1.7621e+08     0.2465    4.4036e-02
  500582    8.5567e+07     0.3230    1.3016e-02
  500583    3.2788e+08     0.1639    1.0287e-01
  501210    9.4045e+07     0.3641    1.6740e-02
  501211    9.3367e+07     0.5014    7.0047e-03
  501213    4.4936e+07     0.5963    1.0000e-05
  501215    3.4159e+07     0.6713    1.0000e-05
  501216    2.8424e+07     0.6550    1.0000e-05
  501231    4.5492e+07     0.7583    1.0000e-05
  501728    3.0936e+07     0.3302    3.1724e-03
  501729    1.0722e+08     0.3884    1.5682e-02
  501749    2.9087e+07     0.7061    1.0000e-05
  502373    6.1474e+08     0.3521    8.5431e-02
  502374    2.8480e+08     0.4724    1.4397e-02
  502375    2.7283e+07     0.5830    5.9736e-05
  502390    8.7852e+07     0.7466    1.0000e-05
  502997    5.9026e+08     0.5120    1.7708e-02
  502998    7.8690e+08     0.2555    9.3841e-02
  502999    2.6334e+07     0.6605    1.0000e-05
  503008    5.8158e+07     0.7314    1.0000e-05
  503013    3.4463e+07     0.1542    1.0595e-02
  503438    3.7994e+08     0.2485    1.0094e-01
  503440    1.4802e+08     0.2894    2.0612e-02
  503441    6.4266e+07     0.4441    2.4607e-03
  503443    1.0511e+08     0.6824    1.0000e-05
  503446    4.1342e+07     0.6510    1.0000e-05
  503458    1.0613e+08     0.7762    1.0000e-05
  503989    5.9166e+08     0.4428    3.1634e-02
  503990    6.2673e+08     0.6827    1.0000e-05
  504561    5.2721e+07     0.2675    9.3206e-03
  504564    5.3766e+07     0.6832    1.0000e-05
  504574    3.9430e+07     0.6993    1.0000e-05
  505115    5.0593e+07     0.7435    1.0000e-05
  505587    7.8233e+08     0.3635    8.5701e-02
  505588    5.2556e+08     0.5125    2.0143e-02
  505589    7.5360e+07     0.4493    1.4083e-03
  505590    5.2247e+07     0.4065    2.6041e-03
  505596    6.9852e+07     0.7119    1.0000e-05
  505600    4.0138e+07     0.6900    1.0000e-05
  505612    4.5036e+07     0.7539    1.0000e-05
  506152    3.5072e+08     0.2672    1.6141e-01
  506153    7.0834e+07     0.4948    3.7767e-03
  506154    5.4392e+07     0.5834    1.9252e-04
  506155    2.6900e+07     0.3624    2.8438e-03
  506164    3.1535e+07     0.6919    1.0000e-05
  506182    3.8428e+07     0.7789    1.0000e-05
  506721    4.4977e+08     0.3675    3.4993e-02
  506722    4.2642e+07     0.2276    1.2620e-02
  506723    7.3994e+07     0.3567    1.1561e-02
  506724    1.6271e+08     0.5740    4.5703e-03
  506725    2.5874e+07     0.5692    1.0000e-05
  506728    8.0167e+07     0.6948    1.0000e-05
  506731    5.1349e+07     0.6903    1.0000e-05
  507786    6.2677e+08     0.3257    8.8391e-02
  507787    1.4461e+08     0.2846    3.3550e-02
  507788    4.9276e+07     0.2189    9.1762e-03
  507789    4.2488e+07     0.6378    3.1185e-04
  507790    4.4336e+07     0.3701    1.1907e-02
  507791    2.4028e+08     0.2365    7.0290e-02
  507796    4.2172e+07     0.6704    1.0000e-05
  508541    5.5899e+08     0.3234    8.2251e-02
  508542    7.2445e+07     0.3208    1.3697e-02
  508547    5.9872e+07     0.6766    1.0000e-05
  509092    7.8418e+08     0.3539    6.1718e-02
  509093    1.0559e+09     0.2447    2.8036e-01
  509094    4.3316e+08     0.4434    4.0918e-02
  509095    1.2594e+08     0.4018    8.6203e-03
  509100    2.6924e+08     0.6825    1.0000e-05
  509711    3.1953e+07     0.6570    1.0000e-05
  509713    6.3466e+07     0.6738    1.0000e-05
  509717    1.6821e+08     0.7874    1.0000e-05
  510280    4.1475e+07     0.6396    1.0000e-05
  510587    7.4131e+08     0.6821    1.0358e-03
  511305    1.0427e+08     0.3910    1.0251e-02
  511306    6.2224e+07     0.2560    1.3236e-02
  511307    5.6291e+08     0.1841    1.6870e-01
  511310    5.0257e+07     0.6665    1.0000e-05
  511312    9.7922e+07     0.6932    1.0000e-05
  511315    1.4242e+08     0.6339    1.0000e-05
  511335    3.2399e+07     0.6771    1.0000e-05
  511921    2.0770e+08     0.1849    1.3515e-01
  512426    8.3508e+08     0.4754    4.0777e-02
  513107    1.1008e+09     0.3310    1.2905e-01
  513109    5.3271e+07     0.5682    1.9619e-03
  513847    1.2158e+08     0.6818    1.0000e-05
  513848    2.7936e+08     0.6296    6.0237e-03
  513849    5.5097e+07     0.6630    1.0000e-05
  514279    3.2279e+07     0.6674    1.0000e-05
  514830    4.1011e+08     0.2950    4.5360e-02
  514832    1.1263e+08     0.6852    1.0000e-05
  514833    3.9281e+07     0.6775    1.0000e-05
  514837    1.5324e+08     0.8028    1.0000e-05
  515297    1.0541e+09     0.3246    1.7846e-01
  515298    6.6351e+08     0.5583    2.4682e-02
  515696    1.2891e+08     0.5065    6.6405e-03
  515697    2.1178e+08     0.7119    1.0000e-05
  515699    6.6062e+07     0.6820    1.0000e-05
  515705    5.8480e+07     0.7094    1.0000e-05
  516103    1.0769e+08     0.2647    2.8371e-02
  516104    4.2984e+07     0.1678    1.5728e-02
  516105    1.0720e+08     0.4208    1.3903e-02
  516107    2.8018e+07     0.5807    6.8131e-04
  516110    3.4720e+07     0.2590    8.7855e-03
  517272    1.1800e+09     0.2667    2.1555e-01
  517273    3.7075e+08     0.3423    3.9412e-02
  517274    5.8258e+07     0.1757    2.3847e-02
  517281    1.2726e+08     0.7314    1.0000e-05
  518123    1.3816e+08     0.2459    3.3664e-02
  518124    1.6283e+08     0.3759    2.7343e-02
  518125    1.2390e+08     0.6950    1.0000e-05
  518131    1.1423e+08     0.7360    1.0000e-05
  518683    7.3283e+08     0.3491    8.8905e-02
  518684    4.8942e+07     0.2060    1.9324e-02
  518694    3.7845e+07     0.5651    4.0491e-04
  518696    7.7566e+07     0.6610    1.0000e-05
  518712    2.7504e+07     0.6630    1.0000e-05
  519312    2.3880e+08     0.5101    1.6115e-02
  519313    4.9332e+07     0.3166    3.1026e-03
  519314    1.8342e+08     0.7141    1.0000e-05
  519315    6.2459e+07     0.6713    1.0000e-05
  519723    5.8515e+08     0.2523    1.8407e-01
  519733    8.9995e+07     0.1334    4.9095e-02
  520314    3.2590e+07     0.4586    2.6756e-03
  520316    8.9412e+07     0.6688    1.0000e-05
  520317    4.7111e+07     0.6552    1.0000e-05
  520326    4.2279e+07     0.7020    1.0000e-05
  520886    2.9034e+08     0.3279    2.4134e-02
  520887    3.8097e+08     0.2015    1.0882e-01
  520888    4.5759e+07     0.4009    6.4248e-03
  520890    7.2962e+07     0.5138    5.9022e-03
  521433    1.2166e+08     0.6913    1.0000e-05
  521435    4.9982e+07     0.6693    1.0000e-05
  521805    4.4902e+07     0.3464    6.2494e-03
  521815    1.3939e+08     0.1314    5.5722e-02
  521819    6.7772e+07     0.6670    1.0000e-05
  522531    8.3059e+08     0.3649    3.4570e-02
  522532    1.5673e+08     0.4561    1.4517e-02
  522985    1.7189e+08     0.3025    3.5089e-02
  522986    3.3315e+07     0.6577    1.0000e-05
  522994    1.7376e+08     0.7205    1.0000e-05
  522995    7.6250e+07     0.7199    1.0000e-05
  523019    3.2120e+07     0.7355    1.0000e-05
  523549    2.5307e+07     0.6580    1.0000e-05
  523551    4.2986e+07     0.6558    1.0000e-05
  523553    1.6351e+08     0.7306    1.0000e-05
  523891    1.2317e+08     0.3575    1.5162e-02
  523895    8.3705e+07     0.7053    1.0000e-05
  524508    4.7869e+07     0.3390    4.9599e-03
  524509    1.6210e+08     0.3600    2.8489e-02
  525003    6.8325e+08     0.4729    5.6893e-02
  525004    1.8899e+08     0.3748    2.6357e-02
  525005    1.6713e+08     0.6461    1.0000e-05
  525010    3.2391e+07     0.6798    1.0000e-05
  525012    3.4803e+07     0.6370    1.0000e-05
  525535    2.7423e+08     0.3574    3.5451e-02
  525536    2.6256e+07     0.5897    1.0000e-05
  525537    2.0187e+08     0.6795    1.0000e-05
  526031    4.8164e+08     0.2665    8.3425e-02
  526032    1.8914e+08     0.2201    2.7809e-02
  526033    8.3962e+07     0.5213    2.2405e-03
  526479    8.1196e+08     0.3694    8.6066e-02
  526486    1.1510e+08     0.6586    1.0000e-05
  526881    1.0746e+09     0.2924    2.5446e-01
  526890    3.1352e+07     0.6211    1.0000e-05
  527315    1.1672e+08     0.7100    1.0000e-05
  527331    6.1180e+07     0.6926    1.0000e-05
  527841    2.0004e+08     0.2761    1.9034e-02
  527842    7.5335e+08     0.3569    1.5857e-01
  527844    3.2740e+07     0.6397    1.0000e-05
  527846    3.2797e+07     0.6628    1.0000e-05
  528324    4.9160e+08     0.3823    6.9052e-02
  528331    9.2543e+07     0.7134    1.0000e-05
  528838    5.3831e+07     0.2352    7.9650e-03
  528843    5.4758e+07     0.6760    1.0000e-05
  529857    3.4884e+08     0.2431    1.2158e-01
  529858    2.7487e+07     0.5856    1.0000e-05
  529866    3.0733e+07     0.6515    1.0000e-05
  530331    4.3366e+07     0.6660    1.0000e-05
  530853    1.1024e+09     0.3626    1.7870e-01
  530855    2.8410e+08     0.7661    1.0000e-05
  530857    1.5414e+08     0.6750    1.0000e-05
  530874    2.8981e+07     0.6912    1.0000e-05
  531321    4.8590e+08     0.2565    1.7789e-01
  531322    1.0806e+08     0.3474    1.1517e-02
  531324    5.9045e+07     0.6126    1.0000e-05
  531325    9.5881e+07     0.6649    1.0000e-05
  531328    3.0327e+08     0.6705    1.0000e-05
  531334    2.5501e+07     0.5905    1.0000e-05
  531353    2.9306e+07     0.6961    1.0000e-05
  531913    9.3193e+07     0.6777    1.0000e-05
  531923    7.7582e+07     0.7180    1.0000e-05
  531931    4.8946e+07     0.7318    1.0000e-05
  532302    6.1211e+08     0.4081    7.0226e-02
  532303    1.8407e+08     0.4992    1.0134e-02
  532304    8.3951e+07     0.5226    2.7294e-03
  532761    5.6495e+07     0.2687    6.4995e-03
  532762    7.0252e+07     0.4823    2.0889e-03
  532764    4.6392e+08     0.7550    1.0000e-05
  533064    2.3689e+08     0.3155    5.0821e-02
  533592    1.1311e+08     0.4409    2.1742e-03
  533596    4.7291e+07     0.6541    1.0000e-05
  534000    3.9386e+08     0.5215    1.4041e-02
  534001    5.0160e+08     0.3854    3.4781e-02
  534002    1.0657e+08     0.2855    1.7206e-02
  534003    1.0662e+08     0.3625    6.5012e-03
  534005    5.7757e+07     0.2748    1.4096e-02
  534006    5.8772e+07     0.3521    3.5612e-03
  534646    3.6068e+07     0.7850    1.0000e-05
  535052    1.5096e+08     0.5090    1.3370e-02
  535053    2.4114e+08     0.4607    2.9282e-02
  535054    1.0282e+08     0.4625    2.9530e-03
  535060    6.3023e+07     0.6893    1.0000e-05
  535412    1.4847e+08     0.5474    5.5780e-03
  535417    5.3479e+07     0.7233    1.0000e-05
  535775    3.2690e+08     0.2702    6.7524e-02
  535776    3.2950e+08     0.4394    1.4137e-02
  535777    1.2771e+08     0.6807    1.0000e-05
  535778    4.5252e+08     0.6592    1.0000e-05
  535779    2.5648e+07     0.6556    1.0000e-05
  536148    7.7172e+07     0.3620    1.1956e-02
  536655    1.3620e+08     0.2753    3.0179e-02
  536656    7.0687e+07     0.3654    6.4294e-03
  536657    4.0869e+08     0.7095    1.0000e-05
  536662    1.8412e+08     0.6828    1.0000e-05
  537237    2.8190e+07     0.3956    2.8924e-03
  537238    5.2955e+07     0.2932    5.6790e-03
  537489    7.1003e+08     0.2904    1.4900e-01
  537491    3.8645e+07     0.6739    1.0000e-05
  537942    1.6781e+08     0.2304    4.8223e-02
  537943    1.2447e+08     0.3422    1.3870e-02
  537945    3.9680e+07     0.5694    1.0000e-05
  537951    3.3759e+07     0.6653    1.0000e-05
  537960    4.4748e+07     0.7334    1.0000e-05
  538371    3.0048e+08     0.3610    2.3891e-02
  538372    3.8050e+07     0.3413    6.7188e-03
  538374    2.5368e+07     0.6439    1.0000e-05
  538375    5.5734e+07     0.6590    1.0000e-05
  538376    2.3216e+08     0.6721    1.0000e-05
  538908    3.4620e+08     0.7377    1.0000e-05
  539334    2.2555e+08     0.1859    1.3594e-01
  539340    4.8378e+07     0.7161    1.0000e-05
  540084    1.1652e+08     0.5037    7.1569e-03
  540085    7.3241e+07     0.4008    2.1622e-02
  540453    3.5925e+08     0.4642    1.6318e-02
  540921    1.0347e+08     0.3469    9.5970e-03
  541219    4.1065e+08     0.3485    9.9112e-02
  541222    3.2777e+07     0.6719    1.0000e-05
  541224    4.7595e+07     0.6591    1.0000e-05
  541225    6.7560e+07     0.7482    1.0000e-05
  541498    6.0547e+07     0.2112    2.0006e-02
  541499    2.0519e+08     0.3939    8.1776e-03
  541502    1.8583e+08     0.7057    1.0000e-05
  541848    1.9182e+08     0.3920    2.1921e-02
  541849    2.9777e+08     0.4970    2.2670e-02
  542255    9.8567e+07     0.6756    1.0000e-05
  542261    2.5277e+07     0.6278    1.0000e-05
  542665    2.4638e+08     0.3570    4.1055e-02
  543116    4.0946e+07     0.6497    1.0000e-05
  543117    2.8299e+07     0.6511    1.0000e-05
  543122    2.6253e+07     0.7085    1.0000e-05
  543731    6.1151e+07     0.6741    1.0000e-05
  543735    4.0899e+07     0.6834    1.0000e-05
  544002    1.0316e+09     0.5034    2.5344e-02
  544003    1.7350e+08     0.2638    5.7650e-02
  544004    5.3221e+07     0.2860    9.1452e-03
  544005    6.6954e+07     0.3077    1.6825e-02
  544006    5.1458e+07     0.5808    1.1463e-04
  544007    6.4184e+07     0.6647    4.0021e-05
  544009    2.5861e+07     0.6588    1.0000e-05
  544409    7.9583e+08     0.3104    1.0000e-05
  544412    3.7670e+07     0.5251    1.0000e-05
  544414    3.5817e+07     0.6473    1.0000e-05
  544699    1.3520e+08     0.5978    2.9426e-04
  544704    9.8064e+07     0.6987    1.0000e-05
  545005    7.2472e+07     0.4124    1.2514e-02
  545438    6.0999e+07     0.2638    5.6490e-03
  545439    8.1971e+08     0.7185    1.0000e-05
  545440    3.4096e+08     0.6891    1.0000e-05
  545444    2.8742e+07     0.6599    1.0000e-05
  545450    3.4222e+07     0.6829    1.0000e-05
  545454    3.3897e+07     0.7427    1.0000e-05
  545457    3.1805e+07     0.7132    1.0000e-05
  545705    2.7569e+07     0.6373    1.0000e-05
  546117    1.4160e+08     0.6244    5.9552e-04
  546476    2.6416e+07     0.5231    1.0766e-03
  546484    5.2798e+07     0.6699    1.0000e-05
  546871    1.4148e+08     0.6837    1.0000e-05
  546879    7.9491e+07     0.7666    1.0000e-05
  547294    2.7991e+07     0.6144    1.9319e-04
  547296    8.8681e+07     0.6637    1.0000e-05
  547551    2.6875e+07     0.6762    1.0000e-05
  547851    9.8871e+07     0.7545    1.0000e-05
  548159    2.7923e+07     0.6920    1.0000e-05
  548432    7.7655e+07     0.6214    1.0000e-05
  548791    5.5451e+07     0.4580    2.8518e-03
  548792    4.5430e+07     0.5521    6.4842e-04
  549527    5.4340e+07     0.6939    1.0000e-05
  549529    3.7967e+07     0.6921    1.0000e-05
  549748    4.3315e+08     0.6300    6.9598e-03
  549750    3.5042e+08     0.6806    1.0000e-05
  549759    4.4268e+07     0.6439    1.0000e-05
  550151    3.7648e+07     0.6511    1.0000e-05
  550476    1.6328e+08     0.3623    2.0965e-02
  550477    3.3685e+07     0.4707    2.0840e-03
  550935    3.9189e+07     0.2580    5.6353e-03
  550937    9.2718e+07     0.6715    1.0000e-05
  551191    3.8880e+08     0.3024    2.6860e-02
  551192    7.4794e+08     0.4594    3.6233e-02
  551193    9.9599e+08     0.3394    1.0777e-01
  551194    9.2603e+08     0.4137    4.2767e-02
  551543    1.8355e+08     0.4210    4.4105e-03
  551974    5.1010e+08     0.5307    1.8121e-02
  551975    3.2723e+07     0.3939    3.2625e-03
  551976    4.5434e+07     0.2747    4.7583e-03
  551978    1.5499e+08     0.1172    9.8818e-02
  552582    2.8850e+08     0.4308    9.1997e-03
  552584    5.8713e+07     0.6743    1.0000e-05
  553239    3.4549e+07     0.6620    1.0000e-05
  553490    1.0866e+09     0.3456    1.1013e-01
  553491    2.0225e+08     0.3466    1.5649e-02
  553492    4.0386e+07     0.4065    4.9014e-03
  553493    8.8106e+08     0.3556    6.0049e-02
  553494    5.5221e+07     0.2011    1.2216e-02
  553840    6.6738e+07     0.3800    8.5658e-03
  553841    5.5298e+07     0.6648    1.0000e-05
  553844    6.3656e+07     0.7049    1.0000e-05
  554190    7.4543e+08     0.2474    1.7015e-01
  554201    6.6434e+07     0.7545    1.0000e-05
  554202    7.0971e+07     0.7946    1.0000e-05
  554528    2.2099e+08     0.4528    1.7271e-02
  555014    3.9897e+08     0.5779    1.0000e-05
  555027    6.4430e+07     0.7526    1.0000e-05
  555288    2.8085e+08     0.2791    5.8019e-02
  555289    8.0088e+07     0.6588    1.0000e-05
  555291    9.5025e+07     0.6862    1.0000e-05
  555295    3.6698e+07     0.6806    1.0000e-05
  556306    2.9507e+08     0.3540    3.8908e-02
  556700    1.5451e+08     0.3536    2.1772e-02
  556701    1.1614e+08     0.3560    1.3697e-02
  556702    4.7750e+07     0.3209    3.1950e-03
  556703    8.2999e+08     0.3788    1.0279e-01
  556704    1.9932e+08     0.7347    1.0000e-05
  556708    5.1811e+07     0.7047    1.0000e-05
  557079    5.2448e+07     0.4318    1.9148e-03
  557397    7.4322e+08     0.4848    3.9058e-02
  557722    3.3786e+07     0.2970    1.1729e-02
  558069    1.2468e+09     0.0810    9.7041e-01
  558070    3.0888e+07     0.6181    1.0000e-05
  558411    3.0254e+08     0.4683    1.1088e-02
  558412    3.8006e+07     0.4516    4.2418e-03
  558421    6.6245e+07     0.7258    1.0000e-05
  558732    2.0188e+08     0.2242    5.3009e-02
  559037    4.7515e+08     0.3595    8.1430e-02
  559038    1.0982e+08     0.6782    3.1126e-05
  559387    3.0368e+08     0.2815    5.7421e-02
  559388    4.2390e+07     0.3198    8.1146e-03
