#     M*           rh* 
   6.1594e+08     1.7787
   3.3914e+07     1.4927
   5.5776e+07     0.8193
   3.3673e+07     1.2967
   2.4818e+08     2.0493
   4.5191e+08     1.6850
   1.1005e+08     0.4369
   1.4193e+08     1.1087
   1.4904e+08     1.5227
   1.7847e+08     1.2917
   3.5841e+07     1.0612
   1.1221e+08     1.2867
   1.8254e+08     0.6244
   5.1190e+07     1.3883
   1.2228e+08     1.3397
   3.2781e+07     1.3831
   5.3286e+08     1.3011
   5.8302e+08     1.0287
   2.9719e+07     2.2055
   2.5426e+08     1.6458
   9.4885e+07     2.2663
   3.0850e+07     1.2228
   1.4760e+08     1.4628
   5.2600e+07     1.4070
   3.4119e+08     1.1353
   4.9700e+08     0.7314
   4.9168e+07     1.5296
   1.6353e+08     1.4624
   1.4053e+08     1.2901
   4.0346e+07     1.6714
   8.4091e+07     1.8777
   5.9729e+07     1.3238
   8.7207e+07     1.2495
   3.9042e+07     1.2650
   1.5273e+08     2.0183
   1.3408e+08     1.1636
   2.3002e+08     1.4406
   1.0184e+08     1.8006
   4.5676e+07     1.2924
   1.4151e+08     1.2463
   3.7765e+07     1.4016
   2.2327e+08     1.5531
   2.3039e+08     1.1051
   2.1626e+08     0.9525
   8.0671e+07     1.5682
   1.0065e+08     1.1821
   4.5112e+07     1.7377
   3.2742e+07     1.3574
   2.7137e+08     0.6570
   7.4146e+07     1.5172
   1.5611e+08     1.1421
   1.3096e+08     1.1628
   7.4474e+07     1.3202
   2.6913e+07     1.6351
   9.6912e+07     1.6106
   5.0320e+07     1.5293
   1.2650e+08     1.2276
   3.0672e+07     2.1214
   7.9048e+07     1.2833
   2.3871e+08     0.6242
   1.1983e+08     1.0303
   4.4652e+07     1.6282
   7.3937e+07     1.6719
   1.0767e+08     0.9272
   5.1749e+07     1.8605
   1.6411e+08     1.0365
   2.6559e+07     1.3262
   5.2064e+07     1.4326
   8.5700e+07     1.1365
   1.1121e+08     1.5306
   3.3572e+07     1.6302
   4.0550e+07     1.6721
   5.6648e+07     1.4395
   1.3155e+08     0.7797
   1.2751e+08     0.9862
   6.2527e+07     1.9310
   2.9042e+07     1.7624
   3.0845e+07     1.7432
   1.0311e+08     0.7650
   7.8712e+07     1.0532
   4.4419e+07     1.3454
   6.5004e+07     1.8752
   3.6127e+07     1.6361
   2.7365e+07     1.8000
   4.2245e+07     1.2883
   6.7837e+07     0.8942
   6.8407e+07     0.6254
   4.4313e+07     1.2695
   3.2904e+07     1.2896
   6.2092e+07     0.6396
   4.5378e+07     0.8307
   2.9563e+07     1.0960
   1.0796e+09     2.2786
   6.3849e+08     1.9421
   1.0928e+09     1.5811
   9.2022e+08     1.7470
   7.9287e+08     1.3156
   3.1402e+08     2.5193
   6.0228e+08     1.9628
   6.5144e+08     1.7832
   3.8215e+08     0.3985
   2.2735e+08     1.5353
   2.3718e+08     1.5246
   8.0748e+08     1.5752
   3.3998e+08     1.2790
   8.1027e+08     1.8057
   1.5604e+08     0.5573
   1.1569e+08     1.0224
   3.6381e+08     1.8921
   2.6563e+08     2.0733
   2.2281e+08     1.6377
   1.5808e+08     2.1782
   5.6519e+08     2.0059
   7.1840e+07     1.3011
   3.3277e+08     1.5442
   8.8635e+07     1.0171
   4.1952e+08     2.1190
   2.8854e+08     2.5068
   1.5913e+08     1.2470
   1.6194e+08     1.5896
   1.4766e+08     0.5928
   1.2221e+08     1.7557
   3.5250e+07     1.1111
   5.1657e+08     1.8541
   3.0819e+07     1.0037
   4.9828e+08     1.9348
   9.1457e+07     1.3951
   1.2183e+08     1.0148
   1.0604e+08     1.1561
   5.2367e+07     2.0042
   9.3733e+07     0.6705
   3.0314e+07     0.9554
   4.4561e+07     1.6315
   1.4347e+08     0.9258
   3.1784e+07     1.1274
   2.5120e+07     1.3342
   4.0444e+07     1.1658
   1.0824e+08     2.0472
   6.0840e+08     0.8421
   3.2860e+08     1.1565
   2.7387e+08     1.8774
   8.5498e+07     1.8027
   4.0984e+08     1.3245
   5.8009e+07     2.3071
   1.6461e+08     2.5867
   1.6445e+08     2.3429
   2.1324e+08     1.5806
   3.3374e+07     2.0829
   2.8780e+08     1.4915
   1.1582e+08     1.9625
   4.3717e+08     0.3836
   2.7556e+07     1.6262
   4.1675e+07     1.6815
   3.8976e+07     2.0459
   2.0927e+08     1.1911
   2.0032e+08     1.5824
   7.1668e+07     2.0932
   2.2854e+08     0.6873
   8.1505e+07     1.3691
   8.4217e+07     1.9432
   3.2708e+07     1.7413
   1.8387e+08     1.3017
   1.4400e+08     1.3663
   1.8300e+08     1.0099
   1.4898e+08     1.7808
   8.4580e+07     1.2210
   9.2470e+07     2.0862
   2.5234e+07     1.3393
   5.8413e+07     1.7494
   2.3719e+08     0.7053
   3.0375e+07     2.1362
   3.1648e+07     1.5698
   3.5168e+07     1.3673
   5.3535e+07     2.3005
   6.3710e+07     1.7509
   3.3182e+07     1.8615
   8.1825e+07     1.7585
   3.0222e+07     1.7486
   1.6907e+08     0.6838
   4.9534e+07     1.5714
   6.8845e+07     1.5739
   3.2046e+07     1.7601
   3.0081e+07     1.6135
   1.1265e+08     0.9603
   4.0575e+07     1.9427
   3.0349e+07     2.1413
   6.3842e+07     1.4481
   5.6988e+07     1.6904
   7.2916e+07     1.6685
   5.8039e+07     1.3912
   5.6928e+07     1.0880
   4.3779e+07     1.2547
   2.9336e+07     1.8616
   3.6467e+07     1.5762
   5.4735e+07     1.3615
   2.6385e+07     1.3822
   2.8192e+07     1.4951
   3.1698e+07     1.6402
   2.7386e+07     1.9866
   6.3128e+07     0.5442
   2.9891e+07     1.7232
   3.5963e+07     1.3527
   2.6806e+07     1.3632
   3.3206e+07     0.8482
   2.9141e+07     1.2656
   6.7998e+08     2.8186
   5.0593e+08     2.7016
   7.9901e+07     0.5062
   4.0506e+08     0.5807
   2.7527e+08     1.5820
   1.6321e+08     1.1068
   5.3115e+08     2.3998
   5.3738e+08     2.0258
   1.6098e+08     1.1615
   8.4988e+07     1.2446
   9.9764e+07     0.5586
   9.5100e+08     1.2993
   2.6165e+07     0.9666
   4.6094e+08     1.8491
   6.9419e+08     0.5066
   2.8904e+08     1.8195
   4.6090e+07     1.2974
   1.1157e+08     1.4255
   3.7249e+07     1.1131
   6.1905e+08     2.0174
   7.2515e+07     0.6623
   3.5522e+08     1.2139
   2.7605e+08     1.2694
   5.0151e+08     2.0371
   1.8531e+08     1.6930
   1.3687e+08     0.8258
   1.1409e+08     1.3610
   1.0331e+08     1.2213
   1.0570e+08     1.1335
   9.9103e+07     1.1323
   6.9032e+07     1.8294
   9.8290e+07     1.2901
   2.0923e+08     1.5479
   8.1682e+07     1.3907
   2.8780e+07     0.7577
   1.7586e+08     1.7702
   5.7373e+08     1.8816
   5.0031e+07     1.1715
   5.6046e+08     1.7391
   4.9225e+08     1.7249
   5.9410e+08     0.7643
   4.7320e+07     2.1377
   2.7258e+07     1.0702
   5.2758e+07     1.2291
   2.7668e+08     2.5889
   1.7041e+08     1.8767
   3.1537e+08     1.7301
   1.2793e+08     1.6836
   4.2714e+07     1.4764
   5.4754e+08     0.9611
   4.7365e+07     1.3608
   1.4115e+08     2.2030
   1.0466e+08     1.7532
   3.3235e+08     1.6433
   5.2548e+07     1.6756
   8.7768e+07     1.7517
   2.9888e+08     1.3511
   5.0027e+07     1.4893
   2.9048e+07     0.9288
   6.4513e+08     0.4873
   2.0357e+08     1.6639
   2.2636e+08     1.0451
   3.2704e+07     2.0814
   3.8007e+07     1.5613
   4.1514e+08     1.0330
   9.0248e+07     1.8528
   4.9747e+07     1.9877
   1.1587e+08     1.5605
   4.4146e+07     1.6823
   2.9522e+08     1.7526
   4.7090e+07     1.2990
   1.1396e+08     2.0118
   3.6218e+08     0.7145
   3.3714e+07     1.7463
   3.7077e+07     1.5627
   3.9058e+08     0.5636
   3.5076e+08     0.5974
   1.7433e+08     1.1625
   2.8795e+07     1.2221
   3.1005e+07     1.4861
   3.6728e+07     1.5352
   1.3650e+08     0.7112
   4.4110e+07     1.0419
   1.1703e+08     1.0758
   4.5330e+07     2.5841
   1.1873e+08     1.4669
   2.9947e+07     1.6252
   4.1213e+07     1.6064
   3.9689e+07     0.8393
   2.5774e+07     1.5277
   3.8446e+07     1.4282
   3.9576e+07     2.0556
   1.3565e+08     1.2672
   5.9868e+07     1.2530
   1.6251e+08     0.9896
   3.8374e+07     2.4099
   7.6176e+07     1.5674
   4.4803e+07     1.4725
   4.8018e+07     1.7006
   7.2509e+07     1.2565
   1.0542e+08     1.1104
   8.9899e+07     1.4124
   7.8107e+07     1.5769
   6.2191e+07     1.8264
   2.9709e+07     1.6625
   9.2608e+07     0.9025
   9.4402e+07     1.0449
   5.3728e+07     1.0475
   2.8646e+07     1.6997
   2.7118e+07     1.3660
   3.0225e+07     1.6331
   3.3828e+07     1.5368
   3.9227e+07     0.7106
   8.5916e+08     2.4542
   5.3847e+08     0.3923
   4.1023e+08     0.3104
   7.0180e+08     1.7922
   1.4756e+08     0.9374
   8.7213e+07     0.9930
   1.3283e+08     1.6495
   6.2209e+08     3.0800
   7.7110e+07     1.2092
   6.1096e+07     1.0548
   3.5370e+08     2.6125
   4.3853e+07     1.9090
   7.6236e+08     1.6998
   1.3650e+08     0.4388
   7.7411e+08     2.0887
   2.6071e+07     0.9297
   5.8328e+07     0.6432
   1.5869e+08     0.8151
   4.8963e+07     1.0999
   9.1055e+07     1.0570
   2.0457e+08     1.7182
   2.4400e+08     1.1625
   1.7682e+08     1.4609
   4.8008e+07     1.3592
   5.8050e+07     2.0004
   8.5862e+07     1.7670
   8.6425e+07     1.4750
   4.1620e+08     1.8476
   3.1862e+08     1.2095
   3.0650e+07     1.4874
   1.1343e+08     1.6653
   2.8663e+07     1.4173
   2.2589e+08     1.2822
   3.1684e+08     1.4715
   1.0065e+08     1.8642
   2.2598e+08     1.5531
   4.7731e+07     2.2449
   3.2198e+07     2.4741
   3.1420e+08     1.2471
   4.3680e+07     1.8804
   7.1232e+07     1.5356
   1.6794e+08     1.6084
   3.1265e+07     1.7795
   4.4113e+07     1.7911
   2.0021e+08     1.3734
   5.7279e+07     2.3730
   2.4614e+08     0.6569
   3.2104e+08     0.5299
   3.6964e+07     1.8709
   3.0242e+07     1.5452
   2.7120e+07     1.5391
   3.1309e+07     1.8622
   1.2029e+08     1.8595
   3.0289e+07     1.5316
   9.2036e+07     1.6112
   3.4209e+07     1.6925
   1.1969e+08     1.3998
   4.8187e+07     1.3310
   3.8997e+07     1.7781
   1.1658e+08     1.1818
   1.5890e+08     0.9453
   5.2275e+07     1.5819
   1.2635e+08     0.9374
   6.5186e+07     1.8099
   3.4088e+07     1.7048
   7.1199e+07     1.5535
   1.3332e+08     0.4958
   8.2253e+07     1.4828
   5.0102e+07     1.2912
   8.6216e+07     0.9331
   5.6512e+07     1.4977
   3.3641e+07     1.6011
   4.6075e+07     1.3685
   4.2268e+07     1.2027
   2.6452e+07     1.3041
   2.5988e+07     0.8649
   9.3437e+08     3.2761
   3.8323e+08     2.4472
   5.7861e+08     1.5688
   2.3983e+08     1.1192
   1.1584e+09     3.1646
   2.9090e+08     1.4744
   6.2117e+08     1.6747
   5.4893e+08     1.9257
   3.8958e+08     1.5695
   3.5388e+08     1.0546
   3.2129e+08     1.7315
   2.5441e+08     0.5223
   4.6300e+07     0.7145
   6.9918e+08     1.9421
   1.1672e+08     1.0756
   1.3510e+08     0.4622
   9.0015e+07     1.2046
   5.4573e+07     1.2117
   2.9056e+08     1.7838
   3.1779e+07     1.3429
   2.8162e+07     1.3907
   2.0613e+08     1.4050
   4.1219e+08     1.5555
   1.1107e+08     0.7165
   3.2313e+07     1.1664
   2.6049e+08     2.4397
   3.7617e+07     1.2856
   9.6986e+07     1.7771
   2.8038e+07     1.2207
   2.5329e+08     1.7981
   1.5476e+08     2.0865
   2.7222e+07     1.1842
   2.1749e+08     0.9918
   8.2455e+07     2.2050
   4.4234e+08     2.3257
   3.1634e+07     0.7572
   3.3713e+07     1.0693
   5.9249e+07     2.0708
   2.8588e+07     1.5330
   5.7889e+08     0.6342
   5.5656e+08     0.9451
   2.6034e+08     1.3909
   2.1639e+08     2.6799
   1.5516e+08     1.7979
   1.7746e+08     1.7467
   2.9679e+07     1.8290
   4.1011e+07     2.9611
   1.2439e+08     1.5937
   3.3242e+07     1.2163
   3.1916e+08     0.8034
   2.5664e+07     1.4310
   1.1983e+08     1.2461
   1.1010e+08     2.0706
   1.4068e+08     1.5672
   3.0648e+08     0.7673
   1.4993e+08     1.6680
   1.2198e+08     1.4395
   9.7276e+07     1.4543
   5.3993e+07     1.8654
   2.5995e+08     0.7995
   5.2413e+07     1.7649
   1.1404e+08     1.7660
   8.9815e+07     1.6662
   1.1094e+08     1.1932
   9.3068e+07     1.6760
   9.2685e+07     1.5097
   4.6047e+07     1.8581
   2.5427e+08     0.5071
   7.6830e+07     1.2898
   1.8852e+08     1.0486
   8.7936e+07     2.0840
   8.9860e+07     1.2697
   1.6153e+08     0.8269
   6.2477e+07     1.6049
   3.3625e+07     1.5694
   6.6006e+07     1.7016
   7.1738e+07     0.6333
   2.5179e+07     1.3643
   2.6615e+07     1.5477
   5.6465e+07     0.8899
   4.5338e+07     0.6636
   5.4589e+08     1.7226
   3.0592e+08     2.0645
   1.2493e+08     0.4734
   2.7054e+08     0.7044
   4.6496e+08     1.2453
   6.6608e+08     1.2834
   1.3129e+08     1.3445
   1.0511e+09     1.0271
   2.6318e+08     2.0518
   1.8333e+08     1.9834
   7.6174e+08     1.8143
   1.0880e+08     1.8809
   4.9252e+07     1.2622
   1.0876e+09     0.5920
   3.8778e+08     2.0752
   4.9389e+07     1.6852
   9.8857e+07     0.5429
   7.0304e+08     1.0196
   3.3251e+08     1.2348
   1.2525e+08     1.5959
   6.8785e+08     1.6078
   5.2751e+07     1.3760
   4.6253e+07     1.0329
   3.4420e+08     1.3340
   4.5709e+08     1.1856
   5.1501e+07     1.2064
   1.1228e+08     1.5608
   2.5996e+07     1.9109
   4.4937e+07     2.1372
   7.3343e+07     1.4671
   2.9706e+08     1.5823
   2.4692e+08     1.1497
   2.6348e+07     1.7649
   1.0987e+08     1.4264
   5.7856e+07     2.1042
   7.3790e+07     1.4791
   4.4500e+07     2.0020
   1.4697e+08     1.2381
   7.1549e+07     1.9022
   8.3262e+07     1.5026
   2.0306e+08     1.5134
   1.6133e+08     0.9573
   1.5636e+08     1.4896
   3.4706e+07     2.0027
   5.8079e+07     1.6277
   6.2867e+07     1.6832
   5.8512e+07     1.8531
   1.4202e+08     1.9764
   3.7056e+07     2.2775
   2.8127e+07     1.7245
   9.9466e+07     1.5715
   5.4632e+07     1.9536
   7.1146e+07     1.4608
   9.5140e+07     1.0776
   7.2755e+07     1.9552
   3.6253e+07     1.5773
   5.1963e+07     1.5917
   1.2179e+08     0.6806
   1.0204e+08     1.1356
   4.6303e+07     1.9023
   2.9587e+07     2.0374
   6.1615e+07     1.0819
   2.9589e+07     1.3940
   1.0127e+08     0.6325
   4.0595e+07     1.8032
   3.4357e+07     1.7774
   1.0465e+08     0.9325
   2.9868e+07     1.8674
   6.9370e+07     0.7096
   6.2050e+07     0.6823
   4.5708e+07     1.3729
   8.0594e+08     4.2468
   2.3081e+08     1.3774
   2.0106e+08     2.4289
   6.3481e+08     1.3752
   3.3262e+08     1.2334
   7.1801e+08     3.0723
   6.6340e+08     2.3591
   2.2872e+08     1.2751
   8.3404e+08     1.7871
   3.0326e+08     0.7327
   6.3530e+07     1.1612
   3.1589e+08     1.2638
   1.1607e+08     0.7584
   2.9425e+08     0.9120
   2.1082e+08     1.5859
   4.1211e+07     1.0213
   1.8145e+08     2.2346
   6.1508e+07     0.7110
   3.7851e+08     1.0570
   8.3823e+07     1.0796
   9.9845e+07     1.2263
   3.3657e+08     1.7710
   2.6912e+08     0.9447
   6.0389e+07     0.9854
   2.8803e+08     1.2717
   8.8241e+08     1.4676
   2.8481e+08     1.5891
   8.5453e+07     1.4742
   2.6379e+08     1.3584
   5.6332e+08     1.8799
   3.5000e+07     1.4126
   2.5550e+08     1.7902
   2.5291e+07     1.5355
   4.1516e+07     1.4093
   5.1841e+07     2.0739
   4.3380e+07     1.7008
   6.5360e+08     0.8732
   5.4492e+08     0.3380
   2.7510e+07     1.0614
   4.3365e+07     1.3995
   8.0259e+07     1.9243
   9.8621e+07     1.5219
   3.2589e+07     0.6343
   4.5392e+07     0.9469
   6.0917e+07     1.7360
   7.8190e+07     1.5154
   1.3722e+08     2.0977
   5.3870e+07     1.4193
   2.8389e+07     1.2682
   4.1790e+07     1.3199
   6.5795e+07     1.8014
   4.2805e+07     1.4770
   3.3711e+07     1.7670
   5.4675e+07     2.4709
   3.5784e+07     0.7967
   2.1290e+08     0.8431
   8.4512e+07     1.8104
   2.7001e+07     2.0834
   2.8726e+07     1.6505
   5.0001e+07     2.2156
   9.5761e+07     1.5065
   2.7394e+07     1.3414
   1.4498e+08     0.5729
   3.5440e+07     1.3649
   4.1081e+07     2.0164
   6.5377e+07     1.3547
   2.5529e+07     1.7895
   7.3502e+07     0.8327
   3.6401e+07     1.4369
   8.0821e+07     0.6558
   5.6650e+07     1.1505
   3.9484e+07     1.4656
   2.9221e+07     1.1498
   2.7269e+07     1.4907
   7.1797e+07     1.1999
   6.7320e+07     0.7281
   3.2931e+07     1.8741
   4.1466e+07     0.8632
   3.0484e+07     1.3002
   3.3039e+07     0.9817
   2.7901e+08     2.4545
   4.4939e+08     1.1306
   8.9352e+08     1.4909
   6.1359e+08     1.8051
   4.1685e+08     1.2830
   9.1303e+08     2.2308
   2.4020e+08     1.6033
   2.2319e+08     1.4864
   7.7733e+07     1.1221
   3.2068e+08     1.7613
   3.4205e+07     0.9921
   1.5230e+08     0.5401
   1.0769e+09     1.1277
   8.3585e+07     1.2165
   1.4934e+08     1.0959
   7.6178e+07     1.2725
   6.8796e+08     3.0102
   1.9611e+08     0.9792
   7.5451e+07     1.2943
   1.3439e+08     1.1792
   7.6960e+08     1.1252
   1.0260e+08     1.1735
   2.0317e+08     1.0851
   4.7384e+08     1.5422
   6.1767e+07     2.0199
   5.8564e+08     0.5679
   1.0091e+08     1.5089
   3.0929e+08     1.1300
   8.8045e+07     1.2466
   3.6238e+07     1.4317
   4.4216e+07     1.7504
   3.2362e+07     1.5905
   9.7779e+07     1.8798
   4.0138e+07     1.7523
   2.7949e+08     0.7045
   7.9909e+07     2.3109
   1.0945e+08     1.2366
   9.1962e+07     2.6802
   2.7495e+07     1.2796
   3.4465e+07     1.1029
   3.6033e+07     1.6544
   4.4992e+07     1.1011
   1.3349e+08     0.7967
   2.8597e+07     1.4238
   7.7879e+07     1.2416
   4.8345e+07     1.5688
   5.6302e+07     1.1997
   5.8301e+07     0.8651
   3.0939e+07     1.3092
   2.7450e+07     1.2329
   1.0370e+09     1.2258
   2.3216e+08     1.0697
   5.8176e+08     1.5269
   3.9680e+08     2.3753
   1.1418e+09     2.0895
   7.4595e+08     1.9630
   5.5581e+08     1.1348
   3.1116e+08     1.3394
   4.4152e+08     1.9191
   1.8285e+08     1.1554
   7.2710e+07     0.5669
   4.6901e+07     0.9352
   6.6494e+08     2.2638
   4.8132e+07     0.9458
   2.0423e+08     1.2408
   3.1384e+07     0.9833
   1.5183e+08     1.7288
   3.4374e+07     0.7916
   1.6089e+08     1.5402
   9.3457e+08     0.8947
   8.1803e+08     1.4970
   8.6043e+07     1.4049
   4.5500e+08     1.8864
   5.3795e+07     0.9196
   4.7099e+07     1.0209
   3.2475e+08     1.8155
   4.0794e+08     1.7094
   3.5027e+07     1.2633
   1.3300e+08     1.3688
   3.6686e+07     1.7984
   5.9879e+08     1.0814
   5.7544e+07     1.0722
   5.2884e+07     0.7689
   2.2434e+08     1.2671
   3.4906e+08     1.5181
   1.5889e+08     1.5055
   4.1989e+08     0.9211
   4.4684e+08     0.4821
   2.8147e+08     1.4276
   2.9385e+08     1.0033
   2.0509e+08     1.0456
   7.4327e+07     1.4281
   2.8654e+08     1.1331
   2.2225e+08     1.2591
   6.4476e+07     2.1439
   9.3698e+07     1.0054
   5.9307e+07     1.2388
   3.1048e+08     0.7027
   1.3778e+08     1.6631
   3.0069e+08     0.4773
   5.2416e+07     1.3910
   6.8513e+07     1.4248
   4.5646e+07     1.4683
   1.1866e+08     1.5078
   2.6437e+07     1.1845
   1.1862e+08     1.1046
   9.5129e+07     1.6901
   4.4066e+07     1.2338
   3.7417e+07     1.2189
   7.5551e+07     1.0521
   3.6320e+07     1.4950
   4.3405e+07     1.8036
   2.5471e+07     1.7672
   2.6886e+07     2.2567
   3.4608e+07     0.6186
   1.1518e+09     2.4850
   9.6576e+08     2.7538
   5.2284e+08     0.3714
   4.1784e+08     1.8590
   7.3669e+08     1.2553
   2.6231e+08     0.4616
   8.0896e+07     1.0893
   6.1158e+07     1.5190
   2.5710e+07     0.6073
   4.1622e+07     1.5988
   4.4483e+07     1.3820
   1.2187e+09     0.8652
   6.0731e+08     1.5822
   7.4001e+07     1.1243
   2.6747e+08     2.3309
   6.4345e+07     1.1697
   1.0113e+08     1.3658
   8.1011e+07     1.9576
   6.4678e+08     2.7129
   1.7962e+08     1.3031
   1.0467e+08     1.4736
   5.5157e+07     0.8533
   9.9341e+07     1.2963
   4.6376e+07     1.3038
   8.9980e+07     1.7230
   4.4504e+07     1.3406
   5.0643e+08     1.4466
   6.7698e+07     1.9289
   1.0483e+08     1.4948
   6.5097e+07     1.7181
   3.5876e+08     0.7396
   3.5240e+07     1.4678
   1.4279e+08     1.8764
   5.7152e+07     1.4147
   3.4986e+07     1.5307
   3.1782e+08     0.4553
   4.0004e+07     1.8283
   4.2210e+07     1.4544
   3.2711e+07     1.8009
   3.6026e+07     1.3560
   5.7044e+07     1.9032
   2.5213e+08     0.6925
   3.4659e+07     1.1889
   6.2128e+07     1.5587
   2.5598e+07     1.2428
   5.8418e+07     1.3266
   1.4353e+08     0.8395
   2.9863e+07     1.5851
   8.7526e+07     1.2394
   3.5498e+07     1.5277
   2.5837e+07     1.3341
   1.1340e+08     1.2333
   8.2882e+07     1.4725
   4.3598e+07     1.9319
   3.4491e+07     1.7085
   1.0304e+08     0.5675
   5.4093e+07     1.8032
   4.0344e+07     1.3272
   4.3226e+07     1.3917
   7.8162e+07     0.9449
   2.7549e+07     1.9459
   3.5113e+07     0.9662
   4.4876e+07     0.7508
   3.2005e+07     1.3939
